Type of MB,Types of contaminants,Compound size (nm),Compound stokes radius rs (nm),Compound charge,Diffusion coefficient (cm2·s-1),pKa1 ,pKa2,WS (mg/L),MinPartialCharge,Min projection (Å),E,S,A,B,MB MWCO (Da),rs/rp,ΦS,ΦD,MB contact angle (°),"MB surface energy, γm (J·m-2)",MB zeta potential (mV),RMS roughness (nm),Pressure (kPa),Measurement time (min),Initial concentration of compound (mg/L),pH,Removal rate (%),RD_LogP,RD_TPSA,RD_HBA,RD_HBD,RD_Rings,RD_RotBonds,RD_FractionCSP3,RD_NumAliphaticRings,RD_NumAromaticRings,RD_BertzCT
RO,Acetaminophen,-0.7996297941507261,-0.9833515772028909,0.4749415060482177,-0.8211403413371391,0.545535287487798,-0.5591068124789533,0.7928487865483601,-1.0873382290169171,-0.9797369890279936,-0.28455704519812847,-0.025196215687486725,1.2012760684525285,-0.29799813259621827,-1.088893730020928,0.34076331140928506,0.23745107878191224,0.4712583124693626,0.38091222561018073,0.5425450871280568,1.0549078737806936,0.6929879436380504,2.125423477678414,-0.8753507880346727,-0.5610348390827922,0.21875746762308354,89.93,-0.3955097635643206,-0.34382178198946944,-0.3882348391686677,0.49942570747644427,-0.31029628977033424,-0.7819366847264313,-0.8426842075479161,-0.4855150365548911,0.05811025098402548,-0.8656174143771603
RO,Acetaminophen,-0.7996297941507261,-0.9833515772028909,0.4749415060482177,-0.8211403413371391,0.545535287487798,-0.5591068124789533,0.7928487865483601,-1.0873382290169171,-0.9797369890279936,-0.28455704519812847,-0.025196215687486725,1.2012760684525285,-0.29799813259621827,-1.088893730020928,0.34076331140928506,0.23745107878191224,0.4712583124693626,0.38091222561018073,0.5425450871280568,1.0549078737806936,0.6929879436380504,2.8630686873636724,-0.8753507880346727,-0.5610348390827922,-1.508947368237211,92.69,-0.3955097635643206,-0.34382178198946944,-0.3882348391686677,0.49942570747644427,-0.31029628977033424,-0.7819366847264313,-0.8426842075479161,-0.4855150365548911,0.05811025098402548,-0.8656174143771603
RO,Acetaminophen,-0.7996297941507261,-0.9833515772028909,0.4749415060482177,-0.8211403413371391,0.545535287487798,-0.5591068124789533,0.7928487865483601,-1.0873382290169171,-0.9797369890279936,-0.28455704519812847,-0.025196215687486725,1.2012760684525285,-0.29799813259621827,-1.088893730020928,0.34076331140928506,0.23745107878191224,0.4712583124693626,0.38091222561018073,0.5425450871280568,1.0549078737806936,0.6929879436380504,2.8630686873636724,-0.8753507880346727,-0.5610348390827922,-1.0245993004179006,93.69,-0.3955097635643206,-0.34382178198946944,-0.3882348391686677,0.49942570747644427,-0.31029628977033424,-0.7819366847264313,-0.8426842075479161,-0.4855150365548911,0.05811025098402548,-0.8656174143771603
RO,Acetaminophen,-0.7996297941507261,-0.9833515772028909,0.4749415060482177,-0.8211403413371391,0.545535287487798,-0.5591068124789533,0.7928487865483601,-1.0873382290169171,-0.9797369890279936,-0.28455704519812847,-0.025196215687486725,1.2012760684525285,-0.29799813259621827,-1.088893730020928,0.34076331140928506,0.23745107878191224,0.4712583124693626,0.38091222561018073,0.5425450871280568,1.0549078737806936,0.6929879436380504,2.8630686873636724,-0.8753507880346727,-0.5610348390827922,0.21875746762308354,89.56,-0.3955097635643206,-0.34382178198946944,-0.3882348391686677,0.49942570747644427,-0.31029628977033424,-0.7819366847264313,-0.8426842075479161,-0.4855150365548911,0.05811025098402548,-0.8656174143771603
RO,Caffeine,-0.48730769817191477,-0.47888641660284914,0.4749415060482177,-0.8218791471366289,0.7074623901741665,-0.5591068124789533,0.9028366536867599,0.7882646393600947,0.4070495463098771,0.20072660020126507,0.20035096999274835,-1.3989043383124395,0.3362882339660368,-1.088893730020928,0.7008341666928277,0.8105837848107806,0.4712583124693626,0.38091222561018073,0.5425450871280568,1.0549078737806936,0.6929879436380504,0.7906546439176027,-0.8753507880346727,-0.5610348390827922,-1.508947368237211,95.51,-1.5659001529004382,0.08494092382058827,0.25968775868950544,-2.153866489508185,0.4875581565985462,-1.556491705079866,0.06417048123184219,-0.4855150365548911,1.05559337039366,0.6730337910301931
RO,Caffeine,-0.48730769817191477,-0.47888641660284914,0.4749415060482177,-0.8218791471366289,0.7074623901741665,-0.5591068124789533,0.9028366536867599,0.7882646393600947,0.4070495463098771,0.20072660020126507,0.20035096999274835,-1.3989043383124395,0.3362882339660368,-1.088893730020928,0.7008341666928277,0.8105837848107806,0.4712583124693626,0.38091222561018073,0.5425450871280568,1.0549078737806936,0.6929879436380504,0.7906546439176027,-0.8753507880346727,-0.5610348390827922,-1.0245993004179006,94.72,-1.5659001529004382,0.08494092382058827,0.25968775868950544,-2.153866489508185,0.4875581565985462,-1.556491705079866,0.06417048123184219,-0.4855150365548911,1.05559337039366,0.6730337910301931
RO,Caffeine,-0.48730769817191477,-0.47888641660284914,0.4749415060482177,-0.8218791471366289,0.7074623901741665,-0.5591068124789533,0.9028366536867599,0.7882646393600947,0.4070495463098771,0.20072660020126507,0.20035096999274835,-1.3989043383124395,0.3362882339660368,-1.088893730020928,0.7008341666928277,0.8105837848107806,0.4712583124693626,0.38091222561018073,0.5425450871280568,1.0549078737806936,0.6929879436380504,0.7906546439176027,-0.8753507880346727,-0.5610348390827922,0.21875746762308354,86.57,-1.5659001529004382,0.08494092382058827,0.25968775868950544,-2.153866489508185,0.4875581565985462,-1.556491705079866,0.06417048123184219,-0.4855150365548911,1.05559337039366,0.6730337910301931
RO,Caffeine,-0.48730769817191477,-0.47888641660284914,0.4749415060482177,-0.8218791471366289,0.7074623901741665,-0.5591068124789533,0.9028366536867599,0.7882646393600947,0.4070495463098771,0.20072660020126507,0.20035096999274835,-1.3989043383124395,0.3362882339660368,-1.088893730020928,0.7008341666928277,0.8105837848107806,0.4712583124693626,0.38091222561018073,0.5425450871280568,1.0549078737806936,0.6929879436380504,1.5829963071465991,-0.8753507880346727,-0.5610348390827922,-1.508947368237211,99.9,-1.5659001529004382,0.08494092382058827,0.25968775868950544,-2.153866489508185,0.4875581565985462,-1.556491705079866,0.06417048123184219,-0.4855150365548911,1.05559337039366,0.6730337910301931
RO,Caffeine,-0.48730769817191477,-0.47888641660284914,0.4749415060482177,-0.8218791471366289,0.7074623901741665,-0.5591068124789533,0.9028366536867599,0.7882646393600947,0.4070495463098771,0.20072660020126507,0.20035096999274835,-1.3989043383124395,0.3362882339660368,-1.088893730020928,0.7008341666928277,0.8105837848107806,0.4712583124693626,0.38091222561018073,0.5425450871280568,1.0549078737806936,0.6929879436380504,1.5829963071465991,-0.8753507880346727,-0.5610348390827922,-1.0245993004179006,94.34,-1.5659001529004382,0.08494092382058827,0.25968775868950544,-2.153866489508185,0.4875581565985462,-1.556491705079866,0.06417048123184219,-0.4855150365548911,1.05559337039366,0.6730337910301931
RO,Caffeine,-0.48730769817191477,-0.47888641660284914,0.4749415060482177,-0.8218791471366289,0.7074623901741665,-0.5591068124789533,0.9028366536867599,0.7882646393600947,0.4070495463098771,0.20072660020126507,0.20035096999274835,-1.3989043383124395,0.3362882339660368,-1.088893730020928,0.7008341666928277,0.8105837848107806,0.4712583124693626,0.38091222561018073,0.5425450871280568,1.0549078737806936,0.6929879436380504,1.5829963071465991,-0.8753507880346727,-0.5610348390827922,0.21875746762308354,93.56,-1.5659001529004382,0.08494092382058827,0.25968775868950544,-2.153866489508185,0.4875581565985462,-1.556491705079866,0.06417048123184219,-0.4855150365548911,1.05559337039366,0.6730337910301931
