actual_mean,predicted_mean,count
37.694055761349,94.2380330762684,2
48.1150212530485,96.8561086125246,1
55.9724201441497,96.5063505617166,2
62.6374156385158,97.2103630813205,1
75.0803562013022,95.0000700982198,2
95.340496678126,93.425117434918,1
96.6142919072154,95.5149880091585,2
96.8355656575615,93.4126616558117,1
