Cluster,N_Test,MeanTarget_Test,R2_Test,RMSE_Test,MAE_Test,IsHighPerformanceCluster
1,9,74.2482523398204,-0.764785391860915,31.0751326408923,22.0968131562638,1
2,3,55.1388253989668,-49.9596769180686,42.3907517609152,41.9916168985955,0
