feature,high_train_median,low_median,abs_gap
Feat2,3.86889885320762,4.45531708484386,0.586418231636233
Feat3,4.22570324086517,4.07406724232795,0.151635998537223
Feat1,-0.124227147905188,0.00736338940881882,0.131590537314007
