actual_mean,predicted_mean,count
14.3280526315789,66.9130647949784,38
43.1202972972973,76.4673748353014,37
74.5294210526316,86.2900830983141,38
86.3788378378378,88.7555698246743,37
92.4931605263158,93.811527498332,38
95.2037891891892,94.5099066686749,37
98.0376974358975,97.6162455790045,39
99.5843638888889,99.2819663869286,36
