Cluster,N_Test,MeanTarget_Test,R2_Test,RMSE_Test,MAE_Test,IsHighPerformanceCluster
1,296,75.1224310810811,0.578417833316015,19.1125092545317,11.3862301235199,0
2,4,94.4,-0.185990760217994,5.83369564379694,3.19608339515207,1
