Name of MB,Type of MB,Types of contaminants,CAS,SMILES,Compound Mw (g/mol),Compound size (nm),Compound stokes radius rs (nm),Compound charge,Compound log K ow,Density (g·cm-3),Diffusion coefficient (cm2·s-1),pKa1,pKa2,log D (pH=5.5),log D (pH=7.4),WS (mg/L),MinPartialCharge,MaxPartialCharge,Surface tension γs (dyne·cm-1),Min projection (Å),Max projection (Å),Total charge,E,S,A,B,V,MB MWCO (Da),MB pore radius rp (nm),rs/rp,ΦS,ΦD,∆Gs-m (J·m-2),MB contact angle (°),"MB surface energy, γm (J·m-2)",MB zeta potential (mV),"MB surface charge density , σm (mC·m-2)","MB volume charge density, δm (mol·m-3)",RMS roughness (nm),Pressure (kPa),Measurement time (min),Initial concentration of compound (mg/L),pH,Reference,RD_MW,RD_LogP,RD_TPSA,RD_HBA,RD_HBD,RD_Rings,RD_RotBonds,RD_FracCSP3,Removal rate (%),zone
HL,RO,Erythromycin,114-07-8,CC[C@H]1OC(=O)C(C)[C@H](O[C@H]2CC(C)(OC)[C@@H](O)C(C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)CC(N(C)C)[C@H]2O)C(C)(O)C[C@@H](C)C(=O)C(C)[C@@H](O)C1(C)O,733.937,0.797844596397068,0.687824430589512,1.0,2.596,1.2,6.58786284917566e-10,,8.9,-0.02,1.69,2000.0,-0.458936581170685,0.311188420284121,51.4,6.83,9.32,-11.0,2.9,3.73,1.25,4.96,5.773,190.0,0.311186830590451,2.21032628303847,1.46488971141372,1.53463614833867,-1.03391090781161,26.8,55.0,-11.0,-0.808970155470014,-26.9432506245784,,500.0,1440.0,0.02,7.0,Role of membrane and compound properties in affecting the rejection of pharmaceuticals by different RO/NF membranes,733.9370000000002,1.785600000000004,193.91,14,5,3,7,0.9459459459459459,99.459,high
NF90,NF,"2,4-Dihydroxybenzoic acid",89-86-1,O=C(O)C1=CC=C(O)C=C1O,154.121,0.42578750568799,0.332683215319301,-0.9618,1.674,1.559,3.70262761444497e-09,3.11,,-1.1,-1.41,5780.0,-0.507822480145235,0.338973937207279,84.2,3.59,5.05,26.247522,1.14,1.16,1.06,0.56,1.0491,118.0,0.23866774606206,1.39391778239191,0.15517121928456,0.359886306653003,-1.68239622973843,63.2,42.0,-27.29,-2.08669307882832,-90.6157197257609,129.5,482.633,10.0,1.6,4.5,The role of membrane surface charge and solute physico-chemical properties in the rejection of organic acids by NF membranes,154.12099999999998,0.7959999999999998,77.76,3,3,1,1,0.0,78.16,low
NF270,NF,Glucose,5996-10-1,OC[C@H]1O[C@H](O)[C@H](O)[C@@H](O)[C@@H]1O,180.156,0.439182194538895,0.357749404273844,0.0,-2.933,1.544,2.78258627358294e-09,12.45,,-3.24,-3.24,1000000.0,-0.393579132910773,0.150754829516619,81.7,4.01,4.81,0.0,1.056,1.63099999999999,1.19399999999999,1.995,1.1976,340.0,0.430317700421346,0.831361117433825,0.0284390727131682,1.0,-1.77777035295796,73.16,59.2,-42.7,-3.48766904661821,-84.0010581590725,9.0,689.476,10.0,0.1,3.5,Removal of haloacetic acids from swimming pool water by reverse osmosis and nanofiltration,180.156,-3.2214000000000005,110.38000000000001,6,5,1,1,1.0,81.508,low
X20,RO,Sulfamerazine,127-79-7,CC1=CC=NC(NS(=O)(=O)C2=CC=C(N)C=C2)=N1,264.3,0.559124315336044,0.427606225760626,-0.5047,0.519,1.3425,7.122973416139e-06,7.35,,,,304.0,-0.398727717127439,0.263723520331674,76.4,4.9,6.38,10.094,2.1,2.65,0.65,1.42,1.8634,200.0,0.320205775712734,1.33541072083673,0.112500351652215,0.675016920450171,-1.74354451308728,55.0,47.8630498332721,-20.0,-1.49681549216381,-48.4482181092634,81.0,1034.21,1440.0,0.00121,7.0,The rejection of endocrine disrupting and pharmaceutically active compounds by NF and RO membranes as a function of compound and water matrix properties,264.31,1.16802,97.97,5,2,2,3,0.09090909090909091,94.8,high
UTC70,RO,Carbontetrabromide,558-13-4,BrC(Br)(Br)Br,331.627,0.339490795162402,0.47523722923939,0.0,3.597,3.42,3.93283217942075e-09,,0.01,3.42,3.42,200.0,-0.0471332156063139,0.188532862425255,63.0,3.37,3.42,0.0,1.19,0.94,0.0,0.0,0.9495,65.0,0.171217516485414,2.77563440350378,3.15287753490622,1.0,-1.39412553064887,54.4,47.5044003738735,-15.88,-1.17752296418172,-71.2787200719548,66.1,340.0,2880.0,0.1,8.0,Modeling of RO/NF membrane rejections of PhACs and organic compounds: a statistical analysis,331.62699999999995,3.1773000000000002,0.0,0,0,0,0,1.0,79.0,low
XLE,RO,Sulfaguanidine,57-67-0,N=C(N)NS(=O)(=O)C1=CC=C(N)C=C1,214.24,0.486123441113469,0.387794031374289,0.0122,-0.92,1.62,9.04351814028078e-06,11.25,,-0.7,-0.7,32.1,-0.398727717067179,0.285026668587676,77.6,4.19,5.64,-0.4026,1.93,1.97,0.41,1.65,1.4944,96.0,0.212755369932112,1.82272264854246,0.67687255642472,1.0157990410666,-1.55812894884271,59.59,41.81,-33.0,-2.57747636082803,-125.560449213323,60.2,1000.0,180.0,10.0,7.0,Adsorption of hydrophilic and hydrophobic pharmaceuticals on RO/NF membranes: Identification of interactions using FTIR,214.25,-0.5594299999999999,122.05999999999999,4,4,1,2,0.0,97.0,high
NF90,NF,Triclosan,3380-34-5,OC1=CC(Cl)=CC=C1OC1=CC=C(Cl)C=C1Cl,289.54,0.522623191219066,0.446148223995723,0.0,4.982,1.55,7.35106530218672e-06,7.9,,5.27,5.13,12.0,-0.504203131684532,0.168713901663033,51.7,4.17,6.55,0.0,1.73,1.55,0.47,0.45,1.8088,118.0,0.23866774606206,1.86932767982697,0.755730614913343,1.0,-0.94113374929873,63.2,42.0,-27.29,-2.08669307882832,-90.6157197257609,129.5,690.0,10.0,0.8,3.0,Effect of silica fouling on the removal of pharmaceuticals and personal care products by nanofilltration and reverse osmosis membranes,289.54499999999996,5.144700000000002,29.46,2,1,2,2,0.0,74.3,low
NTR7450,NF,Glutamine,56-85-9,NC(=O)CC[C@H](N)C(=O)O,146.146,0.426005868504179,0.324557641477893,0.1231,-4.001,1.32,3.21548094152889e-09,2.27,,-3.83,-3.83,41300.0,-0.480086286464993,0.319982844570235,64.5,3.47,5.23,-2.04346,0.805,1.765,0.701,2.355,1.1458,310.0,0.408736966210894,0.794050130788594,0.0424153486281952,1.08281448926361,-1.54364697630305,66.0,54.8646574985704,-16.6,-1.23271822352088,-31.2578137826674,9.0,800.0,120.0,0.0292292,3.0,Relation between membrane characteristics and performance in nanofiltration,146.14600000000002,-1.3361999999999998,106.41000000000001,3,3,0,4,0.6,75.0,low
HL,RO,Sulfamethazine,57-68-1,CC1=CC(C)=NC(NS(=O)(=O)C2=CC=C(N)C=C2)=N1,278.33,0.587332954975285,0.438024329114711,-0.5037,0.65,1.4655,7.27829798275696e-06,2.65,7.65,,,1300.0,-0.398727717127439,0.263723645180313,71.4,4.9,7.04,5.5407,2.13,2.53,0.59,1.53,2.0043,190.0,0.311186830590451,1.40759275796985,0.166131856349469,0.805951797154136,-1.56339841662636,26.8,55.0,-11.0,-0.808970155470014,-26.9432506245784,,500.0,30.0,0.02,7.0,Role of membrane and compound properties in affecting the rejection of pharmaceuticals by different RO/NF membranes,278.337,1.4764399999999998,97.97,5,2,2,3,0.16666666666666666,86.306,low
NF90,NF,2-Naphthalenesulfonic acid,120-18-3,O=S(=O)(O)C1=CC=C2C=CC=CC2=C1,206.285,0.482712129534778,0.381024800219834,-1.0,2.144,1.423,2.70129739651841e-09,0.27,,-2.69,-2.7,60000.0,-0.2817916062671,0.294033163760985,58.7,3.89,5.99,27.29,1.948,2.6,0.003,1.173,1.425,118.0,0.23866774606206,1.59646540643476,0.355770981073384,0.345571130038132,-1.11707066168441,63.2,42.0,-27.29,-2.08669307882832,-90.6157197257609,129.5,482.633,10.0,1.6,7.0,The role of membrane surface charge and solute physico-chemical properties in the rejection of organic acids by NF membranes,208.238,2.0865,54.370000000000005,2,1,2,1,0.0,92.64,high
BW30,RO,perﬂuorohexanoate,307-24-4,O=C(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,313.047,0.455792716045353,0.462654385075525,-1.0,3.712,,,-0.16,,2.48,2.48,1000.0,-0.254939806228499,0.34831623179593,17.4,3.69,5.63,16.26,-0.640999999999999,0.272999999999999,0.827,0.641,1.2446,100.0,0.217648387362773,2.12569636137197,1.26719229800609,0.53094576915775,0.198367238319923,43.7,41.5941623789302,-16.26,-1.20662429949634,-57.4586362189063,68.3,250.0,90.0,100.0,7.1,Selection of High Flux Membrane for the Eﬀective Removal of ShortChain Perﬂuorocarboxylic Acids,314.04999999999995,3.1745,37.3,1,1,0,4,0.8333333333333334,98.71,high
UTC60,RO,Gemfibrozil,25812-30-0,CC1=CC=C(C)C(OCCCC(C)(C)C(=O)O)=C1,250.338,0.60889818524939,0.416940768543284,-0.0369,4.39,1.04,1.49975282743922e-09,4.5,,3.37,1.58,11.0,-0.493311560449535,0.30856399887904,37.9,4.99,7.43,1.28043,0.81,1.41,0.55,0.8,2.1176,150.0,0.272796180254854,1.52839665186575,0.279203021702934,0.951367828882108,-0.623146793853846,51.6,45.8667681953807,-34.7,-2.7294647454783,-103.699796621965,13.9,300.0,10.0,10.0,3.0,Rejection of pharmaceuticals and personal care products (PPCPs) and endocrine disrupting chemicals (EDCs) by low pressure reverse osmosis membranes,250.33799999999997,3.573240000000002,46.53,2,1,1,6,0.5333333333333333,44.668,low
DK,NF,Diuron,330-54-1,CN1C(=O)NC2=CC(Cl)=C(Cl)C=C21,233.09,0.50542061691229,0.403316047942745,0.0,2.533,1.1786,1.96180983122366e-09,13.55,,2.68,2.68,37.4,-0.330653037917902,0.320817454954831,48.1,3.93,6.5,0.0,1.28,1.6,0.57,0.7,1.5992,250.0,0.362583501346483,1.11233976848091,0.0126202235823445,1.0,-0.886185975858621,40.6,40.0707884386611,-17.39,-1.2935585585631,-36.9757298922987,7.4,1000.0,10.0,11.6545,7.0,Removal of phenyl-urea herbicides in ultrapure water by ultrafiltration and nanofiltration processes,217.05499999999998,2.1734,37.79,1,1,2,0,0.125,61.81,low
LC2,NF,Phenacetine,62-44-2,CCOC1=CC=C(NC(C)=O)C=C1,179.219,0.487903679018718,0.356882240509115,0.0,1.41,1.21,8.44931878691915e-06,14.57,2.4,1.58,1.58,766.0,-0.49388743379012,0.220747436318834,39.0,3.45,6.9,0.0,0.94,1.48,0.48,0.86,1.4542,436.51,0.494575070539963,0.72159367054122,0.0775100842827107,1.0,-0.583951601171443,31.3,36.0766876306578,-11.0,-0.808970155470014,-16.9527039818503,,1000.0,10.0,0.02,8.1,Eﬀects of organic fouling and cleaning on the retention of pharmaceutically active compounds by ceramic nanoﬁltration membranes,179.219,2.0437,38.33,2,1,1,3,0.3,46.331,low
NTR7450,NF,Benzonitrile,100-47-0,N#CC1=CC=CC=C1,103.124,0.392596484956246,0.275941885663224,0.0,1.829,1.01,2.66364344742287e-09,14.0,,1.56,1.56,2000.0,-0.192437051434374,0.0991088368244062,41.0,3.41,4.52,0.0,0.74,1.11,0.0,0.33,0.8711,310.0,0.408736966210894,0.675108709205537,0.105554350834092,1.0,-0.816024719755385,70.0,57.5807121916701,-16.6,-1.23271822352088,-31.2578137826674,9.0,800.0,120.0,0.206248,7.0,Relation between membrane characteristics and performance in nanofiltration,103.12399999999997,1.5582799999999999,23.79,1,0,1,0,0.0,8.0,low
LFC1,RO,Dexamethasone,50-02-2,C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO,392.467,0.60091430337445,0.51399155556112,0.0,1.682,1.32,1.38973749748739e-09,12.13,,1.83,1.83,89.0,-0.389712415855976,0.189906192226869,56.5,4.86,7.43,0.0,2.04,3.51,0.71,1.92,2.9132,100.0,0.217648387362773,2.3615684076005,1.85386852857576,1.0,-1.40526650104522,78.0,63.2093581922946,-3.2,-0.233699904741334,-11.1286320162211,34.5,1000.0,1440.0,15.0,7.0,Removal of Glucocorticosteroids and Anesthetics from Water with RO/NF Membranes,392.4670000000002,1.8957000000000002,94.83,5,3,4,2,0.7272727272727273,99.8,high
DK,NF,Linuron,330-55-2,CON(C)C(=O)NC1=CC=C(Cl)C(Cl)=C1,249.09,0.504303480059379,0.415972115236566,0.0,2.299,1.49,2.54595013129281e-09,12.13,,3.2,3.2,75.0,-0.306009809679875,0.344982322746833,49.3,3.98,6.39,0.0,1.46,1.22,0.33,0.8,1.6579,250.0,0.362583501346483,1.14724501719416,0.0216810950885085,1.0,-0.919805316897683,40.6,40.0707884386611,-17.39,-1.2935585585631,-36.9757298922987,7.4,2000.0,10.0,11.6545,7.0,Removal of phenyl-urea herbicides in ultrapure water by ultrafiltration and nanofiltration processes,249.09699999999998,3.0185000000000013,41.57,2,1,1,2,0.2222222222222222,89.81,low
BW400,RO,Bromoform,75-25-2,CCC(CC)OC(=O)C(CC)CC,252.731,0.334415908712489,0.418790935691861,0.0,2.276,2.8899,4.08160650555954e-09,14.98,,2.4,2.4,3100.0,-0.0637169051263124,0.124221039142941,49.8,3.27,3.42,0.0,0.97,0.68,0.15,0.06,0.7745,100.0,0.217648387362773,1.92416282411423,0.854076925474789,1.0,-1.0343656360493,56.8,48.9546851232856,-4.49,-0.328115490633976,-15.6246386070586,,620.0,340.07,0.1,8.0,Rejection of trace organic compounds by high-pressure membranes,186.29499999999996,3.1544000000000016,26.3,2,0,0,6,0.9090909090909091,86.89,low
TS80,NF,Carbadox,6804-07-5,COC(=O)N/N=C/C1=C[N+]([O-])=C2C=CC=CC2=[N+]1[O-],262.225,0.564878748051296,0.426040536970156,-1.0,-0.317,1.44,2.78161508873815e-09,,10.51,-0.19,-0.19,,-0.618154465840176,0.451652373662251,60.7,4.07,7.84,32.7,1.829,3.169,0.003,0.97,1.79579999999999,200.0,0.320205775712734,1.33052108764075,0.109244189375224,0.279934614903336,-1.35063540183997,56.6,48.8322519228077,-32.7,-2.55095244685132,-82.5680260382328,89.1,1034.21,1440.0,0.00127,7.0,The rejection of endocrine disrupting and pharmaceutically active compounds by NF and RO membranes as a function of compound and water matrix properties,262.225,-0.2034999999999998,104.57,5,1,2,2,0.09090909090909091,1.7,low
NF270,NF,Nalidixic acid,389-08-2,CCN1C=C(C(=O)O)C(=O)C2=CC=C(C)N=C21,232.239,0.572866476589441,0.402630082537906,-0.7816,0.786,1.331,7.65819896315191e-06,6.01,,1.27,1.0,100.0,-0.477497012873671,0.340724876931317,59.3,5.16,6.36,33.37432,1.63,1.86,0.01,1.16,1.6999,340.0,0.430317700421346,0.935657729495371,0.00413992777369086,0.272680532330506,-1.23336176536917,31.3,59.2,-42.7,-3.48766904661821,-84.0010581590725,9.0,500.0,30.0,0.02,7.0,Role of membrane and compound properties in affecting the rejection of pharmaceuticals by different RO/NF membranes,232.23899999999998,1.4230200000000002,72.19,3,1,2,2,0.25,92.971,high
NF90,NF,Chloroacetic acid,79-11-8,O=C(O)CCl,94.49,0.300918593642866,0.264938195574334,-0.7356,0.314,1.4043,4.21668888162669e-09,2.87,,-2.6,-3.51,858000.0,-0.480354252239657,0.317936442180122,41.9,2.64,3.43,20.074524,0.43,1.03,0.79,0.35,0.5872,118.0,0.23866774606206,1.11007121802476,0.0121156730374543,0.457665473782949,-0.673395386560969,54.1,42.0,-27.29,-2.08669307882832,-90.6157197257609,129.5,689.476,10.0,0.1,3.5,Removal of haloacetic acids from swimming pool water by reverse osmosis and nanofiltration,94.49700000000001,0.3098,37.3,1,1,0,1,0.5,78.811,low
UTC20,NF,Benzonitrile,100-47-0,N#CC1=CC=CC=C1,103.124,0.392596484956246,0.275941885663224,0.0,1.829,1.01,2.66364344742287e-09,14.0,,1.56,1.56,2000.0,-0.192437051434374,0.0991088368244062,41.0,3.41,4.52,0.0,0.74,1.11,0.0,0.33,0.8711,180.0,0.301955009468528,0.913850994387905,0.00742165116795278,1.0,-0.655182554565162,34.8,37.4743541854448,-8.6,-0.630597023972831,-21.6445408863501,,1500.0,10.0,0.460401786,7.0,"Influence of molecular size, polarity and charge on the retention of organic molecules by nanofiltration",103.12399999999997,1.5582799999999999,23.79,1,0,1,0,0.0,5.7,low
CPA3,RO,Procaine,59-46-1,CCN(CC)CCOC(=O)C1=CC=C(N)C=C1,236.315,0.588662891645125,0.405903546582652,0.9892,1.88,1.17,7.01451498347953e-06,,9.04,1.0,0.29,9450.0,-0.460732266199762,0.337667199807612,,4.31,8.04,-14.838,1.15,1.34,0.26,1.44,1.9767,100.0,0.217648387362773,1.86495085721034,0.748139985388902,1.78198648985011,,73.0,59.6644481387874,-15.0,-1.11037496503814,-52.8753077568041,,1000.0,360.0,15.0,7.0,Removal of Glucocorticosteroids and Anesthetics from Water with RO/NF Membranes,236.315,1.7673999999999999,55.56,4,1,1,6,0.46153846153846156,89.0,low
NF270,NF,Carbamazepine,298-46-4,NC(=O)N1C2=CC=CC=C2C=CC2=CC=CC=C21,236.274,0.507984251724401,0.405870770131068,0.0,2.766,1.266,1.76505511914234e-09,13.9,,2.28,2.28,18.0,-0.350883837448266,0.323422196174131,,4.48,5.76,0.0,2.15,1.9,0.5,1.15,1.8106,340.0,0.430317700421346,0.943188648139873,0.00322752970017515,1.0,,31.3,59.2,-42.7,-3.48766904661821,-84.0010581590725,9.0,500.0,1440.0,0.02,7.0,Role of membrane and compound properties in affecting the rejection of pharmaceuticals by different RO/NF membranes,236.274,3.3872000000000018,46.330000000000005,1,1,3,0,0.0,87.782,low
XLE440,RO,Carbontetrabromide,558-13-4,BrC(Br)(Br)Br,331.627,0.339490795162402,0.47523722923939,0.0,3.597,3.42,3.93283217942075e-09,,0.01,3.42,3.42,200.0,-0.0471332156063139,0.188532862425255,63.0,3.37,3.42,0.0,1.19,0.94,0.0,0.0,0.9495,150.0,0.272796180254854,1.74209634752001,0.550706989002539,1.0,-1.2717314575572,39.8,39.6926265040454,-15.3,-1.13322875469847,-43.054445595267,,410.0,2880.0,0.1,8.0,Solute transport model for trace organic neutral and charged compounds through nanofilltration and reverse osmosis membranes,331.62699999999995,3.1773000000000002,0.0,0,0,0,0,1.0,83.0,low
BW30,RO,Sulfamethoxazole,723-46-6,CC1=CC(NS(=O)(=O)C2=CC=C(N)C=C2)=NO1,253.28,0.563489130329947,0.419214077088797,-0.8735,0.791,1.4895,7.77752800030572e-06,1.6,5.7,0.56,-0.56,610.0,-0.398727717127508,0.262637665467286,70.9,5.4,5.88,14.20311,1.89,2.23,0.58,1.29,1.7244,100.0,0.217648387362773,1.92610697542205,0.857674129925377,0.575216478069383,-1.82974832945441,76.0,61.7818785666909,-16.26,-1.20662429949634,-57.4586362189063,68.3,2000.0,10.0,1.2664,7.0,Comparison of flux behavior and synthetic organic compound removal by forward osmosis and reverse osmosis membranes,253.28300000000002,1.3660199999999998,98.22,5,2,2,3,0.1,92.61,high
HL,RO,Carbamazepine,298-46-4,NC(=O)N1C2=CC=CC=C2C=CC2=CC=CC=C21,236.274,0.507984251724401,0.405870770131068,0.0,2.766,1.266,1.76505511914234e-09,13.9,,2.28,2.28,18.0,-0.350883837448266,0.323422196174131,,4.48,5.76,0.0,2.15,1.9,0.5,1.15,1.8106,190.0,0.311186830590451,1.30426718046185,0.092578517106204,1.0,,43.0,55.0,-11.0,-0.808970155470014,-26.9432506245784,,500.0,10.0,0.002,7.0,Artiﬁcial neural network models based on QSAR for predicting rejection of neutral organic compounds by polyamide nanoﬁltration and reverse osmosis membranes,236.274,3.3872000000000018,46.330000000000005,1,1,3,0,0.0,95.0,high
ESPA1,RO,Norfloxacin,70458-96-7,CCN1C=C(C(=O)O)C(=O)C2=CC(F)=C(N3CCNCC3)C=C21,319.336,0.619599870884428,0.466957079213674,0.0532,-0.97,1.344,6.36314377651065e-06,6.34,8.75,-3.18,-3.0,178000.0,-0.477497024099065,0.340722850602156,53.1,5.16,7.44,-1.62792,1.98,2.5,0.05,2.39,2.2724,200.0,0.320205775712734,1.45830311203566,0.210041742501571,1.06543620334496,-0.92945603908818,22.6,33.1919441164051,-30.6,-2.36766939804397,-76.6356067314867,,500.0,30.0,0.02,7.0,Role of membrane and compound properties in affecting the rejection of pharmaceuticals by different RO/NF membranes,319.336,1.2683,74.57000000000001,4,2,3,3,0.375,100.0,high
XLE,RO,Sulfaguanidine,57-67-0,N=C(N)NS(=O)(=O)C1=CC=C(N)C=C1,214.24,0.486123441113469,0.387794031374289,0.0122,-0.92,1.62,9.04351814028078e-06,11.25,,-0.7,-0.7,32.1,-0.398727717067179,0.285026668587676,77.6,4.19,5.64,-0.4026,1.93,1.97,0.41,1.65,1.4944,96.0,0.212755369932112,1.82272264854246,0.67687255642472,1.0157990410666,-1.55812894884271,59.59,41.81,-33.0,-2.57747636082803,-125.560449213323,60.2,1000.0,60.0,10.0,7.0,Adsorption of hydrophilic and hydrophobic pharmaceuticals on RO/NF membranes: Identification of interactions using FTIR,214.25,-0.5594299999999999,122.05999999999999,4,4,1,2,0.0,97.0,high
Desal5DL,NF,Tryptophane,73-22-3,N[C@@H](CC1=CNC2=CC=CC=C12)C(=O)O,204.229,0.505610522042412,0.379252666536916,-0.8007,-1.085,1.362,8.38719464031722e-06,2.38,9.39,-1.06,-1.06,13400.0,-0.480077692359358,0.320316921059169,71.1,4.11,6.22,11.193786,1.60999999999999,1.686,0.895,1.582,1.56479999999999,260.0,0.370591631830006,1.02337083183487,0.000546195780653772,0.646722149911431,-1.5311744268296,47.0,43.3132974569274,-13.98,-1.03295052914342,-28.8883418294571,6.0,800.0,120.0,0.0408458,10.0,Relation between membrane characteristics and performance in nanofiltration,204.22899999999998,1.1223000000000003,79.11,2,3,2,3,0.18181818181818182,91.0,high
LE440,RO,Trichloroethylene,79-01-6,ClC=C(Cl)Cl,131.38,0.347138300969513,0.308861315213768,0.0,2.178,1.4642,1.14131556697558e-05,,0.95,2.42,2.42,1280.0,-0.0903590844896965,0.117603186740394,31.0,3.13,3.85,0.0,0.52,0.37,0.08,0.03,0.7146,100.0,0.217648387362773,1.41908386713182,0.175631287690161,1.0,-0.35335071638754,41.5,40.5036427917544,-18.37,-1.36945788996213,-65.2126620931552,,510.0,359.82,0.1,8.0,Rejection of trace organic compounds by high-pressure membranes,131.389,2.5017000000000005,0.0,0,0,0,0,0.0,84.27,low
XLE,RO,2-Naphthol,135-19-3,OC1=CC=C2C=CC=CC2=C1,144.173,0.446375402548124,0.32251103840441,0.0,2.659,1.28,2.80008632356782e-09,9.51,,2.7,2.7,755.0,-0.507943524733119,0.115716524607718,51.0,3.93,5.07,0.0,1.52,1.08,0.61,0.4,1.1441,96.0,0.212755369932112,1.51587731255535,0.26612940160933,1.0,-0.93049579142346,46.9,41.81,-33.0,-2.57747636082803,-125.560449213323,60.2,345.0,1162.52,0.1,7.0,Adsorption of hydrophobic compounds onto NF/RO membranes: an artifact leading to overestimation of rejection,144.17299999999997,2.5454,20.23,1,1,2,0,0.0,68.344,low
SWC1,RO,Dexamethasone,50-02-2,C[C@@H]1CC2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO,392.467,0.60091430337445,0.51399155556112,0.0,1.682,1.32,1.38973749748739e-09,12.13,,1.83,1.83,89.0,-0.389712415855976,0.189906192226869,56.5,4.86,7.43,0.0,2.04,3.51,0.71,1.92,2.9132,100.0,0.217648387362773,2.3615684076005,1.85386852857576,1.0,-1.17199390466416,48.8,44.2914001982887,-30.6,-2.36766939804397,-112.746821596111,52.9,1000.0,120.0,15.0,7.0,Removal of Glucocorticosteroids and Anesthetics from Water with RO/NF Membranes,392.4670000000002,1.8957000000000002,94.83,5,3,4,2,0.7272727272727273,99.6,high
XLE440,RO,Bromoform,75-25-2,CCC(CC)OC(=O)C(CC)CC,252.731,0.334415908712489,0.418790935691861,0.0,2.276,2.8899,4.08160650555954e-09,14.98,,2.4,2.4,3100.0,-0.0637169051263124,0.124221039142941,49.8,3.27,3.42,0.0,0.97,0.68,0.15,0.06,0.7745,150.0,0.272796180254854,1.53517888447197,0.286416438384662,1.0,-0.929170785792084,39.8,39.6926265040454,-15.3,-1.13322875469847,-43.054445595267,,410.0,336.7,0.1,8.0,Rejection of trace organic compounds by high-pressure membranes,186.29499999999996,3.1544000000000016,26.3,2,0,0,6,0.9090909090909091,88.12,low
NF,NF,Hydrocortisone,50-23-7,C[C@]12C[C@H](O)[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@]2(O)C(=O)CO,362.466,0.578865269298478,0.495316721723911,0.0,1.275,1.4,1.75619089106236e-09,12.58,,,,320.0,-0.392772864402291,0.189629162907463,58.8,4.45,7.53,0.0,2.03,3.49,0.71,1.9,2.7976,300.0,0.40133958063462,1.23415866668493,0.0548302811836642,1.0,-1.27441138423258,53.8,47.1484311236295,-5.48,-0.400711084331131,-10.3480391648948,5.9,1000.0,240.0,10.0,7.0,Adsorption of hydrophilic and hydrophobic pharmaceuticals on RO/NF membranes: Identification of interactions using FTIR,362.4660000000002,1.7815999999999996,94.83,5,3,4,2,0.8095238095238095,92.75,high
LFC1,RO,Procaine,59-46-1,CCN(CC)CCOC(=O)C1=CC=C(N)C=C1,236.315,0.588662891645125,0.405903546582652,0.9892,1.88,1.17,7.01451498347953e-06,,9.04,1.0,0.29,9450.0,-0.460732266199762,0.337667199807612,,4.31,8.04,-3.16544,1.15,1.34,0.26,1.44,1.9767,100.0,0.217648387362773,1.86495085721034,0.748139985388902,1.13116581940877,,78.0,63.2093581922946,-3.2,-0.233699904741334,-11.1286320162211,34.5,1000.0,1440.0,15.0,7.0,Removal of Glucocorticosteroids and Anesthetics from Water with RO/NF Membranes,236.315,1.7673999999999999,55.56,4,1,1,6,0.46153846153846156,99.4,high
CPA3,RO,Lidocaine,137-58-6,CCN(CC)CC(=O)NC1=C(C)C=CC=C1C,234.343,0.551747224732486,0.404323620980251,0.8504,2.843,1.026,1.51542649437628e-09,14.23,7.928,2.44,2.44,410.0,-0.324484604945174,0.238066131875597,39.1,4.51,6.75,-12.756,1.11,1.51,0.07,1.24,2.0589,100.0,0.217648387362773,1.85769178388779,0.735635196148619,1.64323112805185,-0.759010997413794,73.0,59.6644481387874,-15.0,-1.11037496503814,-52.8753077568041,,1000.0,120.0,15.0,7.0,Removal of Glucocorticosteroids and Anesthetics from Water with RO/NF Membranes,234.343,2.5837400000000006,32.34,2,1,1,5,0.5,86.8,low
