actual_mean,predicted_mean,count
14.831447368421053,69.9983403969793,38
49.08610526315789,83.60791944310765,38
76.99386486486488,90.14026497684112,37
87.48976315789473,92.68527043621197,38
92.48807297297297,94.00102176705518,37
95.64251282051282,95.10398249473923,39
98.35492162162161,97.74176664499484,37
99.72134324324324,98.51010660944921,37
